RPT_DT,Latitude,Longitude
12/29/2021,40.81984592,-73.91329431
12/23/2021,40.69684705,-73.93650924
12/27/2021,40.87689145,-73.84683284
12/23/2021,40.72436708,-74.00153114
12/22/2021,40.67223433,-73.98210286
12/26/2021,40.73972434,-73.97647696
12/22/2021,40.73561761,-73.99266922
12/28/2021,40.69566768,-73.94345954
12/25/2021,40.65289062,-73.96478407
12/26/2021,40.71175691,-73.78926069
12/23/2021,40.73381985,-73.87163312
12/28/2021,40.86013545,-73.86947691
12/29/2021,40.65747454,-73.95028935
12/28/2021,40.59403247,-74.06898422
12/30/2021,40.65204792,-73.94390374
12/27/2021,40.86077886,-73.8587928
12/27/2021,40.76433115,-73.97719748
12/23/2021,40.60432894,-74.01317854
12/24/2021,40.76263677,-73.97316587
12/29/2021,40.81359296,-73.94934907
12/22/2021,40.72784162,-74.00878683
12/29/2021,40.67397754,-73.9839662
12/26/2021,40.76879665,-73.90625954
12/28/2021,40.66834957,-73.90651606
12/23/2021,40.84966454,-73.89981286
12/28/2021,40.66150613,-73.8766526
12/29/2021,40.76738661,-73.98028668
12/29/2021,40.59487235,-73.9408155
12/30/2021,40.80769916,-73.94738486
12/24/2021,40.74313055,-73.88237299
12/27/2021,40.69708226,-73.78569716
12/22/2021,40.64472407,-73.90184664
12/26/2021,40.59618695,-74.06457181
12/25/2021,40.64672572,-73.99788254
12/26/2021,40.79115738,-73.97334939
12/27/2021,40.7607821,-73.93414528
12/27/2021,40.81842782,-73.9222886
12/25/2021,40.74750909,-73.83388155
12/30/2021,40.78379353,-73.84490207
12/23/2021,40.70436962,-73.83576715
12/29/2021,40.71229171,-73.93625645
12/27/2021,40.8103127,-73.91976937
12/22/2021,40.60707174,-73.92463065
12/30/2021,40.9127234,-73.90252536
12/29/2021,40.69471254,-73.80041798
12/26/2021,40.73042976,-73.98926013
12/30/2021,40.83813369,-73.94388056
12/27/2021,40.74585748,-73.94739761
12/24/2021,40.67908163,-73.92526673
12/22/2021,40.65586541,-73.94288058
12/29/2021,40.6630977,-73.96238893
12/30/2021,40.86676925,-73.92061236
12/29/2021,40.85837698,-73.90391004
12/29/2021,40.79216659,-73.96989644
12/23/2021,40.83540555,-73.92478397
12/27/2021,40.8502883,-73.90387112
12/22/2021,40.68621456,-73.86439796
12/29/2021,40.64349203,-73.95556793
12/27/2021,40.68908535,-73.95505076
12/23/2021,40.71888169,-73.98220578
12/23/2021,40.59414517,-73.96041495
12/24/2021,40.6651542,-73.92460827
12/30/2021,40.72601872,-73.89862054
12/26/2021,40.70042619,-73.82878751
12/26/2021,40.68940548,-73.98111745
12/22/2021,40.91020961,-73.8966066
12/22/2021,40.77605702,-73.93490644
12/23/2021,40.70277053,-73.98667144
12/29/2021,40.54745324,-74.15579003
12/27/2021,40.65577086,-73.86325608
12/26/2021,40.6725291,-73.89603056
12/29/2021,40.69022274,-73.85823088
12/22/2021,40.8502883,-73.90387112
12/31/2021,40.75660663,-73.75090831
12/29/2021,40.56067707,-74.16982433
12/29/2021,40.80174236,-73.96772493
12/22/2021,40.80438405,-73.93742167
12/23/2021,40.85050675,-73.83118446
12/28/2021,40.82487478,-73.95172882
12/23/2021,40.74060384,-73.85677765
12/29/2021,40.62931808,-74.00703018
12/25/2021,40.84711223,-73.91747681
12/24/2021,40.73821343,-73.71849301
12/23/2021,40.76974372,-73.90987205
12/23/2021,40.57428569,-74.1059144
12/22/2021,40.63214066,-74.02155691
12/29/2021,40.73962415,-73.892209
12/29/2021,40.80148755,-73.9603639
12/26/2021,40.75066941,-73.98778071
12/23/2021,40.87419066,-73.90911578
12/27/2021,40.6775847,-73.94838521
12/30/2021,40.73120923,-73.81490724
12/24/2021,40.84116362,-73.91262321
12/29/2021,40.69708226,-73.78569716
12/23/2021,40.84905069,-73.90092345
12/30/2021,40.69519898,-73.95084903
12/31/2021,40.65729734,-73.95318
12/26/2021,40.71358229,-73.98783079
12/24/2021,40.83150837,-73.89679756
12/29/2021,40.71193603,-73.7851913
12/30/2021,40.81426765,-73.94818529
12/30/2021,40.62893068,-74.01178559
12/28/2021,40.59434191,-73.95791592
12/28/2021,40.73432211,-73.93801789
12/26/2021,40.70845916,-73.91025429
12/30/2021,40.82759079,-73.89582802
12/24/2021,40.70734489,-73.83005017
12/28/2021,40.82182143,-73.89587319
12/22/2021,40.6218136,-73.9199239
12/27/2021,40.76271746,-73.97837124
12/26/2021,40.76382396,-73.8804268
12/28/2021,40.67101831,-73.92238464
12/29/2021,40.73988242,-73.98666041
12/23/2021,40.71450401,-73.93629402
12/22/2021,40.83755445,-73.86682523
12/23/2021,40.86595276,-73.83037154
12/23/2021,40.64894087,-73.88494631
12/31/2021,40.72227274,-74.00486096
12/23/2021,40.74109715,-73.89415892
12/24/2021,40.63688682,-73.92639129
12/31/2021,40.65962154,-73.95868209
12/27/2021,40.82141245,-73.89894129
